SYMBOLE;CLE;FAMIL;PLAN;REPERE;DESIGN;O_G;PRIX_UNIT;U_STOCK
70982510;*;00011;000349;000010;ANCRAGE-TYPE CAT MIDI 349 R.10;ZZ;;******
70982511;*;00011;000349;000011;ANCRAGE-TYPE CAT MIDI 349 R.11;ZZ;;******
70982512;*;00011;000349;000012;ANCRAGE-TYPE CAT MIDI 349 R.12;ZZ;;******
70982513;*;00011;000349;000013;ANCRAGE-TYPE CAT MIDI 349 R.13;ZZ;;******
70982514;*;00011;000349;000014;ANCRAGE-TYPE CAT MIDI 349 R.14;ZZ;;******
70982515;*;00011;000349;000015;ANCRAGE-TYPE CAT MIDI 349 R.15;ZZ;;******
70982516;*;00011;000349;000016;ANCRAGE-TYPE CAT MIDI 349 R.16;ZZ;;******
70982517;*;00011;000349;000017;ANCRAGE-TYPE CAT MIDI 349 R.17;ZZ;;******
70982520;*;00011;000349;000020;ANCRAGE-TYPE CAT MIDI 349 R.20;ZZ;;******
70982521;*;00011;000349;000021;ANCRAGE-TYPE CAT MIDI 349 R.21;ZZ;;******
70982522;*;00011;000349;000022;ANCRAGE-TYPE CAT MIDI 349 R.22;ZZ;;******
70982523;*;00011;000349;000023;ANCRAGE-TYPE CAT MIDI 349 R.23;ZZ;;******
70982524;*;00011;000349;000024;ANCRAGE-TYPE CAT MIDI 349 R.24;ZZ;;******
70982525;*;00011;000349;000025;ANCRAGE-TYPE CAT MIDI 349 R.25;ZZ;;******
70982526;*;00011;000349;000026;ANCRAGE-TYPE CAT MIDI 349 R.26;ZZ;;******
70982527;*;00011;000349;000027;ANCRAGE-TYPE CAT MIDI 349 R.27;ZZ;;******
70982528;*;00011;000349;000028;ANCRAGE-TYPE CAT MIDI 349 R.28;ZZ;;******
70982529;*;00011;000349;000029;ANCRAGE-TYPE CAT MIDI 349 R.29;ZZ;;******
70982530;*;00011;000349;000030;ANCRAGE-TYPE CAT MIDI 349 R.30;ZZ;;******
70982531;*;00011;000349;000031;ANCRAGE-TYPE CAT MIDI 349 R.31;ZZ;;******
70982532;*;00011;000349;000032;ANCRAGE-TYPE CAT MIDI 349 R.32;ZZ;;******
70982533;*;00011;000349;000033;ANCRAGE-TYPE CAT MIDI 349 R.33;ZZ;;******
70982541;*;00011;000823;000101;ANCRAGE-TYPE FEEDER 823 R.101;ZZ;;******
70982542;*;00011;000823;000102;ANCRAGE-TYPE FEEDER 823 R.102;ZZ;;******
70982543;*;00011;000823;000103;ANCRAGE-TYPE FEEDER 823 R.103;ZZ;;******
70982544;*;00011;000823;000104;ANCRAGE-TYPE FEEDER 823 R.104;ZZ;;******
70982545;*;00011;000823;000105;ANCRAGE-TYPE FEEDER 823 R.105;ZZ;;******
70982546;*;00011;000823;000106;ANCRAGE-TYPE FEEDER 823 R.106;ZZ;;******
70982547;*;00011;000823;000107;ANCRAGE-TYPE FEEDER 823 R.107;ZZ;;******
70982548;*;00011;000823;000108;ANCRAGE-TYPE FEEDER 823 R.108;ZZ;;******
70982549;*;00011;000823;000109;ANCRAGE-TYPE FEEDER 823 R.109;ZZ;;******
70982550;*;00011;000823;000110;ANCRAGE-TYPE FEEDER 823 R.110;ZZ;;******
70982551;*;00011;000823;000111;ANCRAGE-TYPE FEEDER 823 R.111;ZZ;;******
70982552;*;00011;000823;000112;ANCRAGE-TYPE FEEDER 823 R.112;ZZ;;******
70982553;*;00011;000823;000113;ANCRAGE-TYPE FEEDER 823 R.113;ZZ;;******
70982554;*;00011;000823;000114;ANCRAGE-TYPE FEEDER 823 R.114;ZZ;;******
70982555;*;00011;000823;000115;ANCRAGE-TYPE FEEDER 823 R.115;ZZ;;******
70982556;*;00011;000823;000116;ANCRAGE-TYPE FEEDER 823 R.116;ZZ;;******
70982557;*;00011;000823;000117;ANCRAGE-TYPE FEEDER 823 R.117;ZZ;;******
70982558;*;00011;000823;000118;ANCRAGE-TYPE FEEDER 823 R.118;ZZ;;******
70982559;*;00011;000823;000119;ANCRAGE-TYPE FEEDER 823 R.119;ZZ;;******
70982560;*;00011;000823;000120;ANCRAGE-TYPE FEEDER 823 R.120;ZZ;;******
70982561;*;00011;000823;000121;ANCRAGE-TYPE FEEDER 823 R.121;ZZ;;******
70982562;*;00011;000823;000122;ANCRAGE-TYPE FEEDER 823 R.122;ZZ;;******
70982563;*;00011;000823;000123;ANCRAGE-TYPE FEEDER 823 R.123;ZZ;;******
70982564;*;00011;000823;000124;ANCRAGE-TYPE FEEDER 823 R.124;ZZ;;******
70982565;*;00011;000823;000125;ANCRAGE-TYPE FEEDER 823 R.125;ZZ;;******
70984101;*;00011;000486;000000;FIX. SUPERIEURE TUBE-GUIDE 486;ZZ;;******
70985601;*;00011;000385;000001;CHAISE RELEVAGE ISOLEE 385 R.1;ZZ;;******
70985602;*;00011;000385;000002;CHAISE RELEVAGE ISOLEE 385 R.2;ZZ;;******
70985603;*;00011;000385;000003;CHAISE RELEVAGE ISOLEE 385 R.3;ZZ;;******
71304026;9;21471;010133;000000;TUBE 33,7-40 L=6,4OM REP.10133;VZ;00005290;PIECE
71604401;1;21400;000011;000017;BOULON HM8-30T 2E.HT INOX;VZ;00000019;PIECE
71604515;8;21400;000011;000150;BOULON HM 14-70/42T,2 ECR. HT;VZ;00000161;PIECE
71604531;5;21400;000011;000158;BOULON H,M14-85/42T,2 E. HT;VZ;00000138;PIECE
71604532;3;21400;000011;000045;BOULON HM10-30/30T EC.HT.INOX;VX;00000058;PIECE
71604548;9;21400;000011;000101;BOULON HM12 80/30T PERCE INOX;VZ;00000083;PIECE
71604549;7;21400;000011;000111;BOULON HM12 110/30T PERCE INOX;VZ;00000115;PIECE
71604550;5;21400;000011;000113;BOULON HM12 120/30T PERCE INOX;VZ;00000115;PIECE
71604551;3;21400;000011;000127;BOULON HM12 200/36T PERCE INOX;VZ;00000350;PIECE
71604552;1;21400;000011;000129;BOULON HM12 220/100T 2H INOX;VZ;00000647;PIECE
71614213;8;*****;******;******;BOULON JAPY M14-140/40;VZ;00000437;PIECE
71634087;2;*****;******;******;VIS H,M10-25/25;VZ;;PIECE
71634090;6;*****;******;******;VIS H,M12.35/35;VZ;;PIECE
71634094;8;*****;******;******;VIS H,M12-35/35;VZ;;PIECE
71634496;5;*****;******;******;VIS H,M8-20/20;VZ;;PIECE
71634658;0;*****;******;******;VIS H,M12 x 60;VZ;;PIECE
71634872;7;*****;******;******;VIS H,M14-35/35;VZ;;PIECE
71634874;3;*****;******;******;VIS H,M12 x 30;VZ;00000020;PIECE
71634875;0;21400;000014;000014;HM10.30/30T INOX SY 7 163 4875;MZ;00000013;PIECE
71635010;3;21400;000014;000049;VIS MET.HM,20-30/30T AC.GALV.;VZ;00000020;PIECE
71635338;8;*****;******;******;VIS H,M8 x 40;VZ;;PIECE
71635899;9;21400;000014;000030;VIS A MET.H,M14-25/25T AC INOX;MZ;00000027;PIECE
71635901;3;*****;******;******;VIS H,M 10 x 35;VZ;;PIECE
71636202;5;*****;******;******;VIS H,M10 40/40;MZ;00000014;PIECE
71636744;6;*****;******;******;VIS HM,12-55/30;VZ;00000033;PIECE
71636748;7;*****;******;******;VIS H,M 10-50;MZ;00000014;PIECE
71636768;5;*****;******;******;VIS H,M 14-65/34;VZ;;PIECE
71636790;9;*****;******;******;VIS H,M10-80/26;VZ;;PIECE
71636822;0;*****;******;******;VIS H,M 12-120/30;VZ;00000080;PIECE
71674139;2;21400;000012;000014;ECROU H,M14T ACIER INOXYDABLE;MZ;00000015;PIECE
71674318;2;*****;******;******;ECROU H,M6 ACIER INOX;MZ;00000002;PIECE
71674471;9;*****;******;******;ECROU HFR M10 INOX;VZ;00000080;PIECE
71674476;8;*****;******;******;ECROU H,FR,M10;VZ;00000054;PIECE
71674529;4;*****;******;******;ECROU HFR, M8;VZ;;PIECE
71674556;7;21400;000012;000011;ECROU H,M12T AC INOX;MZ;00000010;PIECE
71674600;3;*****;******;******;ECROU H FR,M12;MZ;00000072;PIECE
71674602;9;*****;******;******;ECROU HFR M12 INOX;VZ;00000113;PIECE
71674621;9;*****;******;******;ECROU H BAS,M12T ACIER INOX;MZ;00000006;PIECE
71674668;0;*****;******;******;ECROU HFR,M18;VZ;00000157;PIECE
71674669;8;*****;******;******;ECROU HFR, M14;VZ;;PIECE
71674783;7;*****;******;******;ECROU HM 16T;VY;00000021;PIECE
71684286;9;*****;******;******;CALE OBLIQUE D 16 UPN GALV;VZ;00000026;PIECE
71684338;8;*****;******;******;RONDELLE M8U ACIER INOX;MZ;00000002;PIECE
71684350;3;*****;******;******;RONDELLE M6;VZ;00000001;PIECE
71684455;0;*****;******;******;RONDELLE PLATE M18;VZ;00000008;PIECE
71684456;8;*****;******;******;RONDELLE M16;VZ;00000006;PIECE
71684457;6;*****;******;******;RONDELLE M 10 U;VZ;00000002;PIECE
71684458;4;*****;******;******;RONDELLE M14;VZ;;PIECE
71684795;9;21400;000013;000054;L10U  PLAT ALUM. SY 7 168 4795;VZ;00000026;PIECE
71684796;7;21400;000013;000055;L12U  PLAT ALUM. SY 7 168 4796;VZ;00000014;PIECE
71694646;2;21400;000016;000039;GOUPILLE ACIER INOX V4-32;VZ;00000005;PIECE
71694687;6;21400;000016;000009;GOUPILLE CUIVRE V4-45;VZ;00000003;PIECE
71734504;5;*****;******;******;RIVET R6-45;VZ;00000035;PIECE
71734506;0;*****;******;******;RIVET R8.60;VZ;00000044;PIECE
71754147;8;21400;000015;000020;AXE GOUPILLE DE 12X55;VZ;00000083;PIECE
71754148;6;21400;000015;000030;AXE GOUIPPILLE DE 14-40 PERCE;VZ;00000153;PIECE
71894052;1;*****;******;******;RONDELLE A DENTS D.E.10 INOX;VX;00000004;PIECE
71894235;2;*****;******;******;RONDELLE A DENTS INTER.   DI14;MZ;00000002;PIECE
71894526;4;*****;******;******;RONDELLE A DENTS DEC M10 ACIER;VZ;00000002;PIECE
71894539;7;21400;000013;000204;RONDELLE CS,10-20-1,6;VZ;00000005;PIECE
71894541;3;21400;000013;000210;RONDELLE CS,10-22-1,6;VZ;00000005;PIECE
71894542;1;21400;000013;000212;RONDELLE CS,14-30-2,4;VZ;00000019;PIECE
71894543;9;21400;000013;000217;RONDELLE CS,10-27-1,8;VY;00000007;PIECE
71894544;7;21400;000013;000218;RONDELLE CS,12-32-2;VZ;00000021;PIECE
71894563;7;21400;000013;000211;RONDELLE CS,12-27-1,8;VY;00000006;PIECE
71894709;6;21400;000013;000213;RONDELLE CS,16-32-2,8;MZ;00000015;PIECE
71934863;3;*****;******;******;COLLIER DE SERRAGE D=40 A 60MM;MZ;00000053;PIECE
71934905;2;*****;******;******;COLLIER DE SERRAGE 8/9-16;VZ;;PIECE
71934906;0;*****;******;******;COLLIER DE SERRAGE 8/14-22;VZ;;PIECE
71934907;8;*****;******;******;COLLIER DE SERRAGE 8/24-36;VZ;00000082;PIECE
72354496;1;*****;******;******;BAGUE R EN JOINFRANITE;MZ;00000025;PIECE
72357236;8;21400;000013;000094;RONDELLE D=27 D=11 E=2 NEOPR.;VZ;00000035;PIECE
72357237;6;21400;000013;000095;RONDELLE D=32 D=13 E=4 NEOPR.;VZ;00000010;PIECE
73684703;9;*****;******;******;CABLE ACIER INOX D=3MM LONG=5M;VZ;00000774;PIECE
77701647;8;*****;******;******;VIS H,M14 x 80;VZ;;PIECE
78424649;8;*****;******;******;CONDUCTEUR SV 25 MM2;VZ;00000278;METRE
78424657;1;*****;******;******;CONDUCTEUR SV 60 MM2;VZ;00000405;METRE
78424802;3;*****;******;******;CONDUCTEUR Z3000 S296;VZ;00001900;METRE
78477221;2;*****;******;******;COSSE NUE 25 MM2 B12;VS;00000031;PIECE
78477320;2;*****;******;******;COLLIER SERRE-CABLES 9x175;VZ;;PIECE
78477321;0;*****;******;******;COLLIER SERRE-CABLE;VZ;;PIECE
78800001;6;21467;006897;000000;DEMI GRIFFE CONNEXION REP.6897;VZ;00000405;PIECE
78800002;4;21467;006907;000000;DEMI-GRIFFE;VZ;00000413;PIECE
78800004;0;21467;007085;000000;DEMI-GRIFFE A COSSE;VZ;00000702;PIECE
78800005;7;21467;007380;000000;PLAQUE SUPPORT REP. 7380;VZ;00004168;PIECE
78800998;3;21466;005005;000305;ETRIER DE PENDULE L=0,305;VZ;00000284;PIECE
78800999;1;21466;005005;000325;ETRIER DE PENDULE L=0,325;VZ;00000274;PIECE
78801000;7;21466;005005;000310;ETRIER DE PENDULE L=0,310;VZ;00000305;PIECE
78801001;5;21466;005005;000320;ETRIER DE PENDULE L=0,320;VZ;00000274;PIECE
78801002;3;21466;005005;000330;ETRIER DE PENDULE L=0,330;VZ;00000264;PIECE
78801003;1;21466;005005;000335;ETRIER DE PENDULE L=0,335;VZ;00000252;PIECE
78801004;9;21466;005005;000345;ETRIER DE PENDULE L=0,345;VZ;00000325;PIECE
78801005;6;21466;005005;000350;ETRIER DE PENDULE L=0,350;VZ;00000328;PIECE
78801006;4;21466;005005;000355;ETRIER DE PENDULE L=0,355;VZ;00000305;PIECE
78801007;2;21466;005005;000360;ETRIER DE PENDULE L=0,360;VZ;00000305;PIECE
78801008;0;21466;005005;000365;ETRIER DE PENDULE L=0,365;VZ;00000263;PIECE
78801009;8;21466;005005;000370;ETRIER DE PENDULE L=0,370;VZ;00000305;PIECE
78801010;6;21466;005005;000375;ETRIER DE PENDULE L=0,375;VZ;00000267;PIECE
78801011;4;21466;005005;000380;ETRIER DE PENDULE L=0,380;VZ;00000267;PIECE
78801012;2;21466;005005;000385;ETRIER DE PENDULE L=0,385;VZ;00000274;PIECE
78801013;0;21466;005005;000390;ETRIER DE PENDULE L=0,390;VZ;00000325;PIECE
78801014;8;21466;005005;000400;ETRIER DE PENDULE L=0,400;VZ;00000284;PIECE
78801015;5;21466;005005;000405;ETRIER DE PENDULE L=0,405;VZ;00000284;PIECE
78801016;3;21466;005005;000410;ETRIER DE PENDULE L=0,410;VZ;00000284;PIECE
78801017;1;21466;005005;000415;ETRIER DE PENDULE L=0,415;VZ;00000325;PIECE
78801018;9;21466;005005;000420;ETRIER DE PENDULE L=0,420;VZ;00000325;PIECE
78801019;7;21466;005005;000425;ETRIER DE PENDULE L=0,425;VZ;00000325;PIECE
78801020;5;21466;005005;000435;ETRIER DE PENDULE L=0,435;VZ;00000345;PIECE
78801021;3;21466;005005;000440;ETRIER DE PENDULE L=0,440;VZ;00000345;PIECE
78804020;2;21467;006864;000000;DEMI GRIFFE DE CONNEXION 6864;VZ;00000270;PIECE
78804030;1;21467;006603;000210;CONNECT. DERIVATION 6603 R.210;VZ;00000682;PIECE
78804040;0;21467;006603;000302;COSSE D'EXTREMITE   6603 R.302;VZ;00002157;PIECE
78804042;6;21467;006603;000301;COSSE D'EXTREMITE   6603 R.301;VZ;00002115;PIECE
78804045;9;21467;006603;000304;COSSE D'EXTREMITE   6603 R.304;VZ;00002317;PIECE
78804046;7;21467;006603;000305;COSSE D'EXTREMITE   6603 R.305;VZ;00003013;PIECE
78804047;5;21467;006603;000306;COSSE D'EXTREMITE   6603 R.306;VZ;00003013;PIECE
78804048;3;21467;006603;000307;COSSE D'EXTREMITE   6603 R.307;VZ;00003013;PIECE
78804049;1;21467;006603;000401;COSSE D'EXTREMITE   6603 R.401;VZ;00003676;PIECE
78804050;9;21467;006603;000402;COSSE D'EXTREMITE   6603 R.402;VZ;00001933;PIECE
78804051;7;21467;006603;000410;COSSE D'EXTREMITE   6603 R.410;VZ;00007022;PIECE
78804052;5;21467;006603;000411;COSSE D'EXTREMITE   6603 R.411;VZ;00007318;PIECE
78804053;3;21467;006603;000405;COSSE D'EXTREMITE   6603 R.405;VZ;00004720;PIECE
78804054;1;21467;006603;000412;COSSE D'EXTREMITE   6603 R.412;VZ;00007318;PIECE
78804055;8;21467;006603;000407;COSSE D'EXTREMITE   6603 R.407;VZ;00005073;PIECE
78804056;6;21467;006603;000408;COSSE D'EXTREMITE   6603 R.408;VZ;00004415;PIECE
78804058;2;21467;006603;000501;JONCTION BI-METAL   6603 R.501;VZ;00001436;PIECE
78804059;0;21467;006603;000502;JONCTION BI-METAL   6603 R.502;VZ;00001435;PIECE
78804062;4;21467;006603;000601;RACCORD DERIVATION  6603 R.601;VZ;00003300;PIECE
78804063;2;21467;006603;000602;RACCORD DERIVATION  6603 R.602;VZ;00003497;PIECE
78804064;0;21467;006603;000603;RACCORD DERIVATION  6603 R.603;VZ;00003947;PIECE
78804065;7;21467;006603;000604;RACCORD DERIVATION  6603 R.604;VZ;00003708;PIECE
78804066;5;21467;006603;000605;RACCORD DERIVATION  6603 R.605;VZ;00002951;PIECE
78804067;3;21467;006603;000606;RACCORD DERIVATION  6603 R.606;VZ;00002951;PIECE
78804068;1;21467;006603;000607;RACCORD DERIVATION  6603 R.607;VZ;00002951;PIECE
78804070;7;21467;006603;000708;RACCORD DERIVATION  6603 R.708;VZ;00009790;PIECE
78804073;1;21467;006603;000705;RACCORD DERIVATION  6603 R.705;VZ;00003615;PIECE
78804074;9;21467;006603;000706;RACCORD DERIVATION  6603 R.706;VZ;00003474;PIECE
78804075;6;21467;006603;000707;RACCORD DERIVATION  6603 R.707;VZ;00006282;PIECE
78804078;0;21467;006603;000505;JONCTION BI-METAL   6603 R.505;VZ;00004045;PIECE
78804079;8;21467;006603;000901;JONCTION CUIVRE     6603 R.901;VZ;00003159;PIECE
78804080;6;21467;006603;001001;JONCTION CUIVRE    6603 R.1001;VZ;00000595;PIECE
78804081;4;21467;006603;001002;JONCTION CUIVRE    6603 R.1002;VZ;00000484;PIECE
78804082;2;21467;006603;001003;JONCTION CUIVRE    6603 R.1003;VZ;00001459;PIECE
78804084;8;21467;206694;000000;RACCORD A TE            206694;VZ;00001827;PIECE
78804085;5;21467;006603;001011;JONCTION ALUMINIUM 6603 R.1011;VZ;00001017;PIECE
78804086;3;21467;006603;001012;JONCTION ALUMINIUM 6603 R.1012;VZ;00002644;PIECE
78804087;1;21467;006603;001004;JONCTION CUIVRE    6603 R.1004;VZ;00000479;PIECE
78804088;9;21467;006603;001005;JONCTION CUIVRE    6603 R.1005;VZ;00002177;PIECE
78824001;8;21482;026785;000000;CONSOLE U120 L=4.24M   R.26785;VZ;00077976;PIECE
78824002;6;21482;026789;026790;CONSOLE U140 L=5.49M   R.26790;VZ;00108961;PIECE
78824003;4;21482;026789;026795;CONSOLE U140 L=6.99M   R.26795;VZ;00133401;PIECE
78824004;2;21482;026789;026800;CONSOLE U140 L=8.19M   R.26800;VZ;00134877;PIECE
78824005;9;21482;026789;026802;CONSOLE U140 L=10.04M  R.26802;VZ;00137405;PIECE
78824006;7;21482;026804;026805;CONSOLE U160 L=8.19M   R.26805;VZ;00134343;PIECE
78824007;5;21482;026804;026807;CONSOLE U160 L=10.04M  R.26807;VZ;00137523;PIECE
78824008;3;21482;026809;026810;CONSOLE U180 L=8.19M   R.26810;VZ;00147155;PIECE
78824009;1;21482;026809;026812;CONSOLE U180 L=10.04M  R.26812;VZ;00148591;PIECE
78824010;9;21483;031163;000000;DEMI BRAS MOBILE       R.31163;VZ;00000800;PIECE
78824011;7;21483;031164;000000;ENTRETOISE             R.31164;VZ;00000733;PIECE
78824012;5;21483;031167;000000;CONTREPLAQUE SERRAGE   R.31167;VZ;00000295;PIECE
78834001;6;21465;203836;000000;ANNEAU BRAS RAPP.ALLEGE 203836;VZ;00000473;PIECE
78854046;6;21481;220086;000PP6;U P.R. L=13,50M   220086 R.PP6;VZ;00188068;PIECE
78854047;4;21481;220112;H20AEE;POTEAU HE200AEE L=9,00 M EMBAS;WZ;00089264;PIECE
78854048;2;21481;220112;H20AEF;POTEAU HE200AEF L=9,40 M EMBAS;WZ;00019360;PIECE
78854049;0;21481;220112;H20AEG;POTEAU HE200AEG L=9,80 M EMBAS;WZ;00021780;PIECE
78854050;8;21481;220112;H20AEH;POTEAU HE200AEH L=10,20M EMBAS;WZ;00056438;PIECE
78854051;6;21481;220112;H20AEI;POTEAU HE200AEI L=10,60M EMBAS;WZ;00019360;PIECE
78854052;4;21481;220112;H22AEJ;POTEAU HE220AEJ L=11,00M EMBAS;WZ;00027831;PIECE
78854053;2;21481;220112;H22AEK;POTEAU HE220AEK L=11,40M EMBAS;WZ;00029041;PIECE
78880010;0;*****;******;******;COSSE TR 95 PR.CABLE 95MM2;VZ;00000496;PIECE
79471008;7;17510;000008;000000;BAGUE;VZ;00000091;PIECE
79471009;5;17510;000004;000000;AXE;VZ;00000348;PIECE
79471011;1;17510;000003;000000;BIELLE D'ENCLENCHEMENT;VZ;00001306;PIECE
79520625;9;*****;******;******;PIECE LIAIS.CABL.CU. 181,6 MM2;VZ;00003553;PIECE
79520750;5;*****;******;******;COSSE SERTIR CABL.75MM2-CS-GZ5;VZ;00000084;PIECE
79520775;2;*****;******;******;COSSE SERTIR 1TROU,185MM2CS185;VY;00000151;PIECE
79520792;7;*****;******;******;COSSE POUR CABLE 35 MM2 CS35;VY;00000029;PIECE
79520830;5;*****;******;******;COSSE BI-METALLIQUE;VZ;00000435;PIECE
79520875;0;17630;000190;000000;RACCORD;VZ;00000239;PIECE
79600345;7;*****;******;******;CONNECT.DOUBLE-PRISE DE TERRE;VY;00000794;PIECE
79600772;2;*****;******;******;SECTIONNEUR UNIPOL. 36kV-200A;VZ;00002066;PIECE
79600839;9;*****;******;******;TUBE D=42MM L=1,20M;VY;00000897;PIECE
79600840;7;*****;******;******;ROND PRISE DE TERRE D=20 MM;VY;00000857;PIECE
79600841;5;*****;******;******;ADAPTATEUR 42X20 PRISE TERRE;VY;00000301;PIECE
79601017;1;*****;******;******;MACHOIRE A SERRAGE PAR VIS;VZ;00002621;PIECE
79631030;8;*****;******;******;CANIVEAU P.M.BA;VZ;00000408;PIECE
79631031;6;*****;******;******;CANIVEAU M.M.BA;IS;00000556;PIECE
79631032;4;*****;******;******;CANIVEAU G.M.BA;IS;00000786;PIECE
79800062;6;21474;214201;000000;PANONCEAU FILS A TERRE;VZ;00003086;PIECE
80900010;*;21465;204250;000000;TUBE 38-4 AVEC ANNEAU   204250;*Z;00000015;******
80900011;*;21482;226591;000000;CORPS DE POUTRE         226591;*Z;00000015;******
80900012;*;21482;226596;000000;CORPS DE POUTRE         226596;*Z;00000015;******
80900013;*;21466;005005;000000;ETRIER LONGUEUR VARIABLE  5005;*Z;00000015;******
80900014;*;21466;005998;000000;ETRIER LONGUEUR VARIABLE  5998;*Z;00000015;******
80900015;*;21466;005999;000000;ETRIER LONGUEUR VARIABLE  5999;*Z;00000015;******
80900016;*;21466;005997;000000;ETRIER LONGUEUR VARIABLE  5997;*Z;00000015;******
80900017;*;21466;006006;000000;ETRIER LONGUEUR VARIABLE  6006;*Z;00000015;******
80900018;*;21466;006011;000000;ETRIER LONGUEUR VARIABLE  6011;*Z;00000015;******
80900019;*;*****;******;******;ETRIER PENDULE LV VOIR PL.6028;*Z;00000015;******
80900020;*;21466;005044;000000;PLAT LONGUEUR VARIABLE    5044;*Z;00000015;******
80900021;*;21466;005060;000000;CAVALIER LONG VARIABLE    5060;*Z;00000015;******
80900022;*;21466;005181;000000;CAVALIER LONG VARIABLE    5181;*Z;00000015;******
80900023;*;21466;006017;000000;CAVALIER LONG VARIABLE    6017;*Z;00000015;******
80900024;*;*****;******;******;RUBAN ADHESIF 3M VOIR PL 6538;*Z;00000015;******
80900025;*;21481;224205;000000;CAVALIER POUR FIL DE CONTACT;*Z;00000015;******
80900026;*;21469;008976;000000;PLAT SUSP ANTIVRILLEUR    8976;*Z;00000015;******
80900027;*;21400;000070;000000;TIGE FILETEE M14            70;*Z;00000015;******
80900028;*;21482;228043;000000;BRAS D'ANCRAGE          228043;*Z;00000015;******
80900029;*;*****;******;******;TUBE 38-4 L=VARIABLE  V.204515;*Z;00000015;******
80900030;*;21465;204360;000000;TUBE RAPPEL MECA.ECART. 204360;*Z;00000015;******
80900031;*;*****;******;******;MONT.ISO 0,50 VOIR 334040 R155;*Z;00000015;******
80900032;*;*****;******;******;MONT.HOR.1ISO VOIR 334040 R155;*Z;00000015;******
80900033;*;*****;******;******;MONT.ISO 1,15 VOIR 334040 R123;*Z;00000015;******
80900034;*;*****;******;******;MONT.ISO 0,50 VOIR 334040 R123;*Z;00000015;******
80900035;*;*****;******;******;MONT.ISO 1,15 VOIR 334040 R124;*Z;00000015;******
80900036;*;*****;******;******;MONT.ISO 0,50 VOIR 334040 R124;*Z;00000015;******
80900037;*;*****;******;******;PANNE REP.1  VOIR 215603 R.101;*Z;00000015;******
80900038;*;21474;014026;000000;PLAQUE DE NUMEROTATION   14026;*Z;00000015;******
80900039;*;21474;014025;000000;PLAQUE DE NUMEROTATION   14025;*Z;00000015;******
80900040;*;*****;******;******;MONT ISO 2,30  Vr 334040 R.125;*Z;00000015;******
80900041;*;*****;******;******;MONT ISO 1,00  Vr 334040 R.125;*Z;00000015;******
80900042;*;*****;******;******;MONT ISO 0,50  Vr 334040 R.126;*Z;00000015;******
80900043;*;*****;******;******;MONT HOR ISO   Vr 334040 R.126;*Z;00000015;******
80900044;*;*****;******;******;MONT HOR ISO   Vr 334036 R.154;*Z;00000015;******
80900045;*;*****;******;******;MONT ISO       Vr 334036 R.154;*Z;00000015;******
80900046;*;*****;******;******;MONT ISO 0,50  Vr 334041 R.123;*Z;00000015;******
80900047;*;*****;******;******;MONT ISO 1,30  Vr 334041 R.123;*Z;00000015;******
80900048;*;*****;******;******;MONT ISO 2,30  Vr 334041 R.125;*Z;00000015;******
80900049;*;*****;******;******;MONT ISO 1,00  Vr 334041 R.125;*Z;00000015;******
80900050;*;21476;015602;000101;SUPPORT CHEMIN DE CÂBLES R.101;*Z;00000015;******
80900051;*;21476;015602;000102;SUPPORT CHEMIN DE CÂBLES R.102;*Z;00000015;******
80900052;*;21476;015602;000103;SUPPORT CHEMIN DE CÂBLES R.103;*Z;00000015;******
80900053;*;*****;******;******;MONT HOR ISO   Vr 334041 R.126;*Z;00000015;******
80900054;*;*****;******;******;MONT ISO 0,50  Vr 334041 R.126;*Z;00000015;******
80900055;*;*****;******;******;MONT HOR ISO   Vr 334041 R.155;*Z;00000015;******
80900056;*;*****;******;******;MONT ISO 0,50  Vr 334041 R.155;*Z;00000015;******
80900057;*;*****;******;******;PLAT 25x4    voir 31661 R.8;*Z;00000015;******
80900058;*;*****;******;******;BRAS VOIR PLAN 3465 F7;*Z;00000015;******
80900059;*;*****;******;******;SUPPORT DE CADENAS VOIR 335060;*Z;00000015;******
80900060;*;*****;******;******;PLAQUE NUMEROTAGE 335157 Nota2;*Z;00000015;******
80900061;*;21476;015603;000201;SUPPORT PARAFOUDRE 15603 R.201;*Z;00000015;******
80900062;*;21476;015603;000202;SUPPORT PARAFOUDRE 15603 R.202;*Z;00000015;******
80900063;*;21476;015603;000203;SUPPORT PARAFOUDRE 15603 R.203;*Z;00000015;******
80900064;*;21476;015603;000204;SUPPORT PARAFOUDRE 15603 R.204;*Z;00000015;******
80900065;*;*****;******;******;VOIR PLAN 21463 / 774;*Z;00000015;******
80900067;*;21476;015603;000301;SUPPORT PARAFOUDRE 15603 R.301;*Z;00000015;******
80900068;*;21476;015603;000302;SUPPORT PARAFOUDRE 15603 R.302;*Z;00000015;******
80900069;*;21465;204516;000103;TUBE 49 ATTACHE  LONG=VARIABLE;*Z;00000015;******
80900070;*;*****;******;******;PLAQUE NUMEROTAGE 335193 Nota4;*Z;00000015;******
80900071;*;21476;015603;000401;SUPPORT PARAFOUDRE 15603 R.401;*Z;00000015;******
80900072;*;21476;015603;000402;SUPPORT PARAFOUDRE 15603 R.402;*Z;00000015;******
80900073;*;21476;015603;000403;SUPPORT PARAFOUDRE 15603 R.403;*Z;00000015;******
80900074;*;21476;015603;000404;SUPPORT PARAFOUDRE 15603 R.404;*Z;00000015;******
80900076;*;21481;223618;000101;CORNIERE          223618 R.101;*Z;00000015;******
